 #dt   t[ps]   msd [nm^2/ps]   D    sum_D
        9693   19.3860016       1.09558010       9.41899698E-03   0.00000000    
        9694   19.3880005       1.09560919       9.41827521E-03   0.00000000    
        9695   19.3900013       1.09564233       9.41758789E-03   0.00000000    
        9696   19.3920002       1.09565449       9.41672176E-03   0.00000000    
        9697   19.3940010       1.09565187       9.41572804E-03   0.00000000    
        9698   19.3960018       1.09567201       9.41493083E-03   0.00000000    
        9699   19.3980007       1.09568191       9.41404514E-03   0.00000000    
        9700   19.4000015       1.09568346       9.41308774E-03   0.00000000    
        9701   19.4020004       1.09570134       9.41227097E-03   0.00000000    
        9702   19.4040012       1.09573555       9.41159390E-03   0.00000000    
        9703   19.4060001       1.09576178       9.41084977E-03   0.00000000    
        9704   19.4080009       1.09577835       9.41002276E-03   0.00000000    
        9705   19.4100018       1.09580219       9.40925721E-03   0.00000000    
        9706   19.4120007       1.09585094       9.40870680E-03   0.00000000    
        9707   19.4140015       1.09587336       9.40793008E-03   0.00000000    
        9708   19.4160004       1.09591448       9.40731447E-03   0.00000000    
        9709   19.4180012       1.09594750       9.40662809E-03   0.00000000    
        9710   19.4200001       1.09600437       9.40614752E-03   0.00000000    
        9711   19.4220009       1.09603691       9.40545835E-03   0.00000000    
        9712   19.4240017       1.09608054       9.40486416E-03   0.00000000    
        9713   19.4260006       1.09611452       9.40418802E-03   0.00000000    
        9714   19.4280014       1.09612834       9.40333772E-03   0.00000000    
        9715   19.4300003       1.09618068       9.40281898E-03   0.00000000    
        9716   19.4320011       1.09619725       9.40199289E-03   0.00000000    
        9717   19.4340000       1.09621704       9.40119568E-03   0.00000000    
        9718   19.4360008       1.09624231       9.40044504E-03   0.00000000    
        9719   19.4380016       1.09625185       9.39955935E-03   0.00000000    
        9720   19.4400005       1.09627461       9.39878821E-03   0.00000000    
        9721   19.4420013       1.09630156       9.39805154E-03   0.00000000    
        9722   19.4440002       1.09631550       9.39720497E-03   0.00000000    
        9723   19.4460011       1.09633470       9.39640217E-03   0.00000000    
        9724   19.4480019       1.09635305       9.39559285E-03   0.00000000    
        9725   19.4500008       1.09636295       9.39471181E-03   0.00000000    
        9726   19.4520016       1.09637928       9.39388573E-03   0.00000000    
        9727   19.4540005       1.09639764       9.39307828E-03   0.00000000    
        9728   19.4560013       1.09642076       9.39230993E-03   0.00000000    
        9729   19.4580002       1.09646618       9.39173438E-03   0.00000000    
        9730   19.4600010       1.09651124       9.39115416E-03   0.00000000    
        9731   19.4620018       1.09655809       9.39058978E-03   0.00000000    
        9732   19.4640007       1.09659278       9.38992295E-03   0.00000000    
        9733   19.4660015       1.09662342       9.38922074E-03   0.00000000    
        9734   19.4680004       1.09665203       9.38850082E-03   0.00000000    
        9735   19.4700012       1.09666646       9.38765984E-03   0.00000000    
        9736   19.4720001       1.09667981       9.38681047E-03   0.00000000    
        9737   19.4740009       1.09669685       9.38599091E-03   0.00000000    
        9738   19.4760017       1.09670424       9.38509032E-03   0.00000000    
        9739   19.4780006       1.09671748       9.38424096E-03   0.00000000    
        9740   19.4800014       1.09672201       9.38331615E-03   0.00000000    
        9741   19.4820004       1.09673548       9.38246865E-03   0.00000000    
        9742   19.4840012       1.09673381       9.38149076E-03   0.00000000    
        9743   19.4860001       1.09675956       9.38074850E-03   0.00000000    
        9744   19.4880009       1.09678054       9.37996432E-03   0.00000000    
        9745   19.4900017       1.09680021       9.37916990E-03   0.00000000    
        9746   19.4920006       1.09681356       9.37832240E-03   0.00000000    
        9747   19.4940014       1.09684515       9.37762950E-03   0.00000000    
        9748   19.4960003       1.09686267       9.37681831E-03   0.00000000    
        9749   19.4980011       1.09689820       9.37615987E-03   0.00000000    
        9750   19.5000000       1.09691727       9.37536173E-03   0.00000000    
        9751   19.5020008       1.09695506       9.37472191E-03   0.00000000    
        9752   19.5040016       1.09700286       9.37416963E-03   0.00000000    
        9753   19.5060005       1.09703803       9.37350933E-03   0.00000000    
        9754   19.5080013       1.09705102       9.37265903E-03   0.00000000    
        9755   19.5100002       1.09707177       9.37187579E-03   0.00000000    
        9756   19.5120010       1.09707415       9.37093515E-03   0.00000000    
        9757   19.5140018       1.09709620       9.37016215E-03   0.00000000    
        9758   19.5160007       1.09712815       9.36947484E-03   0.00000000    
        9759   19.5180016       1.09714806       9.36868507E-03   0.00000000    
        9760   19.5200005       1.09717894       9.36798938E-03   0.00000000    
        9761   19.5220013       1.09722829       9.36745107E-03   0.00000000    
        9762   19.5240002       1.09727025       9.36685037E-03   0.00000000    
        9763   19.5260010       1.09731996       9.36631393E-03   0.00000000    
        9764   19.5280018       1.09737146       9.36579332E-03   0.00000000    
        9765   19.5300007       1.09741282       9.36518796E-03   0.00000000    
        9766   19.5320015       1.09742939       9.36437026E-03   0.00000000    
        9767   19.5340004       1.09746206       9.36369132E-03   0.00000000    
        9768   19.5360012       1.09747577       9.36284941E-03   0.00000000    
        9769   19.5380001       1.09749818       9.36208293E-03   0.00000000    
        9770   19.5400009       1.09752667       9.36136674E-03   0.00000000    
        9771   19.5420017       1.09754539       9.36056767E-03   0.00000000    
        9772   19.5440006       1.09755802       9.35971737E-03   0.00000000    
        9773   19.5460014       1.09759521       9.35907755E-03   0.00000000    
        9774   19.5480003       1.09762216       9.35835019E-03   0.00000000    
        9775   19.5500011       1.09763598       9.35751013E-03   0.00000000    
        9776   19.5520000       1.09766877       9.35683306E-03   0.00000000    
        9777   19.5540009       1.09769893       9.35613271E-03   0.00000000    
        9778   19.5560017       1.09771883       9.35534481E-03   0.00000000    
        9779   19.5580006       1.09773004       9.35448427E-03   0.00000000    
        9780   19.5600014       1.09774494       9.35365446E-03   0.00000000    
        9781   19.5620003       1.09775352       9.35277157E-03   0.00000000    
        9782   19.5640011       1.09778070       9.35204700E-03   0.00000000    
        9783   19.5660000       1.09781361       9.35137179E-03   0.00000000    
        9784   19.5680008       1.09784424       9.35067609E-03   0.00000000    
        9785   19.5700016       1.09787846       9.35001113E-03   0.00000000    
        9786   19.5720005       1.09789741       9.34921764E-03   0.00000000    
        9787   19.5740013       1.09791446       9.34840739E-03   0.00000000    
        9788   19.5760002       1.09794331       9.34769865E-03   0.00000000    
        9789   19.5780010       1.09795880       9.34687536E-03   0.00000000    
        9790   19.5800018       1.09798336       9.34612937E-03   0.00000000    
        9791   19.5820007       1.09798455       9.34518501E-03   0.00000000    
        9792   19.5840015       1.09799778       9.34434310E-03   0.00000000    
        9793   19.5860004       1.09800518       9.34345182E-03   0.00000000    
        9794   19.5880013       1.09803092       9.34271701E-03   0.00000000    
        9795   19.5900002       1.09806788       9.34207812E-03   0.00000000    
        9796   19.5920010       1.09810436       9.34143458E-03   0.00000000    
        9797   19.5940018       1.09812355       9.34064388E-03   0.00000000    
        9798   19.5960007       1.09814727       9.33989324E-03   0.00000000    
        9799   19.5980015       1.09816062       9.33905225E-03   0.00000000    
        9800   19.6000004       1.09819376       9.33838170E-03   0.00000000    
        9801   19.6020012       1.09821570       9.33761522E-03   0.00000000    
        9802   19.6040001       1.09824824       9.33694001E-03   0.00000000    
        9803   19.6060009       1.09827650       9.33622755E-03   0.00000000    
        9804   19.6080017       1.09830296       9.33549926E-03   0.00000000    
        9805   19.6100006       1.09833074       9.33478400E-03   0.00000000    
        9806   19.6120014       1.09835410       9.33402963E-03   0.00000000    
        9807   19.6140003       1.09838367       9.33333021E-03   0.00000000    
        9808   19.6160011       1.09842074       9.33269318E-03   0.00000000    
        9809   19.6180000       1.09844708       9.33196582E-03   0.00000000    
        9810   19.6200008       1.09847260       9.33123194E-03   0.00000000    
        9811   19.6220016       1.09849727       9.33048967E-03   0.00000000    
        9812   19.6240005       1.09854078       9.32990853E-03   0.00000000    
        9813   19.6260014       1.09859288       9.32939909E-03   0.00000000    
        9814   19.6280003       1.09864712       9.32891015E-03   0.00000000    
        9815   19.6300011       1.09867609       9.32820514E-03   0.00000000    
        9816   19.6320019       1.09871757       9.32760723E-03   0.00000000    
        9817   19.6340008       1.09878206       9.32720490E-03   0.00000000    
        9818   19.6360016       1.09882057       9.32658091E-03   0.00000000    
        9819   19.6380005       1.09886289       9.32599138E-03   0.00000000    
        9820   19.6400013       1.09890676       9.32541303E-03   0.00000000    
        9821   19.6420002       1.09893870       9.32473503E-03   0.00000000    
        9822   19.6440010       1.09894800       9.32386424E-03   0.00000000    
        9823   19.6460018       1.09896839       9.32308845E-03   0.00000000    
        9824   19.6480007       1.09898770       9.32230335E-03   0.00000000    
        9825   19.6500015       1.09900820       9.32152756E-03   0.00000000    
        9826   19.6520004       1.09902537       9.32072476E-03   0.00000000    
        9827   19.6540012       1.09903514       9.31985863E-03   0.00000000    
        9828   19.6560001       1.09903824       9.31893755E-03   0.00000000    
        9829   19.6580009       1.09904575       9.31805279E-03   0.00000000    
        9830   19.6600018       1.09905446       9.31717828E-03   0.00000000    
        9831   19.6620007       1.09906709       9.31633823E-03   0.00000000    
        9832   19.6640015       1.09908199       9.31551680E-03   0.00000000    
        9833   19.6660004       1.09909892       9.31471307E-03   0.00000000    
        9834   19.6680012       1.09912360       9.31397453E-03   0.00000000    
        9835   19.6700001       1.09913969       9.31316428E-03   0.00000000    
        9836   19.6720009       1.09911501       9.31200851E-03   0.00000000    
        9837   19.6740017       1.09911525       9.31106322E-03   0.00000000    
        9838   19.6760006       1.09913683       9.31030046E-03   0.00000000    
        9839   19.6780014       1.09915078       9.30947158E-03   0.00000000    
        9840   19.6800003       1.09917045       9.30869300E-03   0.00000000    
        9841   19.6820011       1.09918642       9.30788089E-03   0.00000000    
        9842   19.6840000       1.09921336       9.30716470E-03   0.00000000    
        9843   19.6860008       1.09923184       9.30637494E-03   0.00000000    
        9844   19.6880016       1.09924984       9.30558238E-03   0.00000000    
        9845   19.6900005       1.09928727       9.30495374E-03   0.00000000    
        9846   19.6920013       1.09929955       9.30411182E-03   0.00000000    
        9847   19.6940002       1.09932947       9.30342078E-03   0.00000000    
        9848   19.6960011       1.09936130       9.30274557E-03   0.00000000    
        9849   19.6980019       1.09939528       9.30208806E-03   0.00000000    
        9850   19.7000008       1.09942603       9.30140447E-03   0.00000000    
        9851   19.7020016       1.09944606       9.30062961E-03   0.00000000    
        9852   19.7040005       1.09946382       9.29983612E-03   0.00000000    
        9853   19.7060013       1.09948444       9.29906592E-03   0.00000000    
        9854   19.7080002       1.09950197       9.29827150E-03   0.00000000    
        9855   19.7100010       1.09953606       9.29761492E-03   0.00000000    
        9856   19.7120018       1.09957349       9.29698814E-03   0.00000000    
        9857   19.7140007       1.09962070       9.29644424E-03   0.00000000    
        9858   19.7160015       1.09964800       9.29573271E-03   0.00000000    
        9859   19.7180004       1.09968305       9.29508638E-03   0.00000000    
        9860   19.7200012       1.09972107       9.29446425E-03   0.00000000    
        9861   19.7220001       1.09976399       9.29388497E-03   0.00000000    
        9862   19.7240009       1.09979892       9.29323677E-03   0.00000000    
        9863   19.7260017       1.09982860       9.29254573E-03   0.00000000    
        9864   19.7280006       1.09985590       9.29183420E-03   0.00000000    
        9865   19.7300014       1.09988642       9.29115061E-03   0.00000000    
        9866   19.7320004       1.09992898       9.29056853E-03   0.00000000    
        9867   19.7340012       1.09994912       9.28979646E-03   0.00000000    
        9868   19.7360001       1.09996593       9.28899739E-03   0.00000000    
        9869   19.7380009       1.10000992       9.28842742E-03   0.00000000    
        9870   19.7400017       1.10004663       9.28779598E-03   0.00000000    
        9871   19.7420006       1.10007322       9.28707980E-03   0.00000000    
        9872   19.7440014       1.10008526       9.28624067E-03   0.00000000    
        9873   19.7460003       1.10011804       9.28557757E-03   0.00000000    
        9874   19.7480011       1.10014510       9.28486418E-03   0.00000000    
        9875   19.7500000       1.10018599       9.28427000E-03   0.00000000    
        9876   19.7520008       1.10024834       9.28385556E-03   0.00000000    
        9877   19.7540016       1.10028386       9.28321481E-03   0.00000000    
        9878   19.7560005       1.10031950       9.28257685E-03   0.00000000    
        9879   19.7580013       1.10035491       9.28193517E-03   0.00000000    
        9880   19.7600002       1.10040832       9.28144716E-03   0.00000000    
        9881   19.7620010       1.10044682       9.28083155E-03   0.00000000    
        9882   19.7640018       1.10048318       9.28019825E-03   0.00000000    
        9883   19.7660007       1.10050261       9.27942339E-03   0.00000000    
        9884   19.7680016       1.10053694       9.27877426E-03   0.00000000    
        9885   19.7700005       1.10057139       9.27812606E-03   0.00000000    
        9886   19.7720013       1.10059571       9.27739311E-03   0.00000000    
        9887   19.7740002       1.10063744       9.27680638E-03   0.00000000    
        9888   19.7760010       1.10065949       9.27605387E-03   0.00000000    
        9889   19.7780018       1.10069382       9.27540474E-03   0.00000000    
        9890   19.7800007       1.10071146       9.27461591E-03   0.00000000    
        9891   19.7820015       1.10072196       9.27376654E-03   0.00000000    
        9892   19.7840004       1.10074985       9.27306432E-03   0.00000000    
        9893   19.7860012       1.10077655       9.27235186E-03   0.00000000    
        9894   19.7880001       1.10080695       9.27167106E-03   0.00000000    
        9895   19.7900009       1.10083616       9.27097909E-03   0.00000000    
        9896   19.7920017       1.10087764       9.27039143E-03   0.00000000    
        9897   19.7940006       1.10090339       9.26967151E-03   0.00000000    
        9898   19.7960014       1.10092831       9.26894508E-03   0.00000000    
        9899   19.7980003       1.10097313       9.26838629E-03   0.00000000    
        9900   19.8000011       1.10100615       9.26772784E-03   0.00000000    
        9901   19.8020000       1.10104513       9.26712062E-03   0.00000000    
        9902   19.8040009       1.10108840       9.26654879E-03   0.00000000    
        9903   19.8060017       1.10113358       9.26599186E-03   0.00000000    
        9904   19.8080006       1.10117567       9.26541165E-03   0.00000000    
        9905   19.8100014       1.10121620       9.26481653E-03   0.00000000    
        9906   19.8120003       1.10125351       9.26419627E-03   0.00000000    
        9907   19.8140011       1.10129023       9.26356949E-03   0.00000000    
        9908   19.8160019       1.10131848       9.26287193E-03   0.00000000    
        9909   19.8180008       1.10136378       9.26231779E-03   0.00000000    
        9910   19.8200016       1.10141218       9.26178973E-03   0.00000000    
        9911   19.8220005       1.10144329       9.26111732E-03   0.00000000    
        9912   19.8240013       1.10146821       9.26039275E-03   0.00000000    
        9913   19.8260002       1.10148442       9.25959554E-03   0.00000000    
        9914   19.8280010       1.10149527       9.25875269E-03   0.00000000    
        9915   19.8300018       1.10151529       9.25798621E-03   0.00000000    
        9916   19.8320007       1.10153306       9.25720204E-03   0.00000000    
        9917   19.8340015       1.10155725       9.25647188E-03   0.00000000    
        9918   19.8360004       1.10157192       9.25566163E-03   0.00000000    
        9919   19.8380013       1.10159826       9.25495010E-03   0.00000000    
        9920   19.8400002       1.10162473       9.25423950E-03   0.00000000    
        9921   19.8420010       1.10164046       9.25343949E-03   0.00000000    
        9922   19.8440018       1.10166407       9.25270375E-03   0.00000000    
        9923   19.8460007       1.10170710       9.25213378E-03   0.00000000    
        9924   19.8480015       1.10174716       9.25153680E-03   0.00000000    
        9925   19.8500004       1.10176933       9.25079174E-03   0.00000000    
        9926   19.8520012       1.10179663       9.25008859E-03   0.00000000    
        9927   19.8540001       1.10181963       9.24935006E-03   0.00000000    
        9928   19.8560009       1.10185897       9.24874935E-03   0.00000000    
        9929   19.8580017       1.10188115       9.24800336E-03   0.00000000    
        9930   19.8600006       1.10190785       9.24729649E-03   0.00000000    
        9931   19.8620014       1.10193563       9.24659707E-03   0.00000000    
        9932   19.8640003       1.10195220       9.24580637E-03   0.00000000    
        9933   19.8660011       1.10196304       9.24496632E-03   0.00000000    
        9934   19.8680000       1.10196924       9.24408808E-03   0.00000000    
        9935   19.8700008       1.10200453       9.24345385E-03   0.00000000    
        9936   19.8720016       1.10202408       9.24268644E-03   0.00000000    
        9937   19.8740005       1.10204029       9.24189296E-03   0.00000000    
        9938   19.8760014       1.10205615       9.24109481E-03   0.00000000    
        9939   19.8780003       1.10207081       9.24028829E-03   0.00000000    
        9940   19.8800011       1.10210145       9.23961587E-03   0.00000000    
        9941   19.8820019       1.10212696       9.23890062E-03   0.00000000    
        9942   19.8840008       1.10214090       9.23808850E-03   0.00000000    
        9943   19.8860016       1.10216463       9.23735742E-03   0.00000000    
        9944   19.8880005       1.10218728       9.23661888E-03   0.00000000    
        9945   19.8900013       1.10222626       9.23601631E-03   0.00000000    
        9946   19.8920002       1.10224795       9.23526939E-03   0.00000000    
        9947   19.8940010       1.10226417       9.23447683E-03   0.00000000    
        9948   19.8960018       1.10230076       9.23385564E-03   0.00000000    
        9949   19.8980007       1.10232556       9.23313573E-03   0.00000000    
        9950   19.9000015       1.10234916       9.23240464E-03   0.00000000    
        9951   19.9020004       1.10236228       9.23158694E-03   0.00000000    
        9952   19.9040012       1.10237944       9.23080277E-03   0.00000000    
        9953   19.9060001       1.10239005       9.22996458E-03   0.00000000    
        9954   19.9080009       1.10241985       9.22928657E-03   0.00000000    
        9955   19.9100018       1.10246360       9.22872499E-03   0.00000000    
        9956   19.9120007       1.10251427       9.22822300E-03   0.00000000    
        9957   19.9140015       1.10255921       9.22767166E-03   0.00000000    
        9958   19.9160004       1.10260177       9.22710169E-03   0.00000000    
        9959   19.9180012       1.10264659       9.22654942E-03   0.00000000    
        9960   19.9200001       1.10270417       9.22610518E-03   0.00000000    
        9961   19.9220009       1.10274625       9.22553148E-03   0.00000000    
        9962   19.9240017       1.10276759       9.22478363E-03   0.00000000    
        9963   19.9260006       1.10279250       9.22406651E-03   0.00000000    
        9964   19.9280014       1.10282278       9.22339316E-03   0.00000000    
        9965   19.9300003       1.10286272       9.22280271E-03   0.00000000    
        9966   19.9320011       1.10288763       9.22208466E-03   0.00000000    
        9967   19.9340000       1.10293186       9.22152959E-03   0.00000000    
        9968   19.9360008       1.10295331       9.22078360E-03   0.00000000    
        9969   19.9380016       1.10297537       9.22004320E-03   0.00000000    
        9970   19.9400005       1.10302496       9.21953376E-03   0.00000000    
        9971   19.9420013       1.10307252       9.21900570E-03   0.00000000    
        9972   19.9440002       1.10311353       9.21842456E-03   0.00000000    
        9973   19.9460011       1.10314119       9.21773072E-03   0.00000000    
        9974   19.9480019       1.10318220       9.21714865E-03   0.00000000    
        9975   19.9500008       1.10320663       9.21642967E-03   0.00000000    
        9976   19.9520016       1.10324025       9.21578612E-03   0.00000000    
        9977   19.9540005       1.10324979       9.21494234E-03   0.00000000    
        9978   19.9560013       1.10325122       9.21403058E-03   0.00000000    
        9979   19.9580002       1.10325360       9.21312720E-03   0.00000000    
        9980   19.9600010       1.10327721       9.21240076E-03   0.00000000    
        9981   19.9620018       1.10329247       9.21160541E-03   0.00000000    
        9982   19.9640007       1.10330224       9.21076443E-03   0.00000000    
        9983   19.9660015       1.10330212       9.20984056E-03   0.00000000    
        9984   19.9680004       1.10330939       9.20897909E-03   0.00000000    
        9985   19.9700012       1.10333002       9.20822844E-03   0.00000000    
        9986   19.9720001       1.10333288       9.20733064E-03   0.00000000    
        9987   19.9740009       1.10334933       9.20654554E-03   0.00000000    
        9988   19.9760017       1.10336626       9.20576509E-03   0.00000000    
        9989   19.9780006       1.10338426       9.20499396E-03   0.00000000    
        9990   19.9800014       1.10341775       9.20435227E-03   0.00000000    
        9991   19.9820004       1.10345328       9.20372736E-03   0.00000000    
        9992   19.9840012       1.10348499       9.20306984E-03   0.00000000    
        9993   19.9860001       1.10353470       9.20256414E-03   0.00000000    
        9994   19.9880009       1.10360658       9.20224190E-03   0.00000000    
        9995   19.9900017       1.10365903       9.20175854E-03   0.00000000    
        9996   19.9920006       1.10372269       9.20136925E-03   0.00000000    
        9997   19.9940014       1.10376883       9.20083374E-03   0.00000000    
        9998   19.9960003       1.10379589       9.20013897E-03   0.00000000    
        9999   19.9980011       1.10384214       9.19960439E-03   0.00000000    
       10000   20.0000000       1.10386837       9.19890311E-03   9.19890311E-03
       10001   20.0020008       1.10391200       9.19834618E-03   1.83972493E-02
       10002   20.0040016       1.10393858       9.19764768E-03   2.75948979E-02
       10003   20.0060005       1.10396695       9.19696502E-03   3.67918611E-02
       10004   20.0080013       1.10399890       9.19631217E-03   4.59881723E-02
       10005   20.0100002       1.10401273       9.19550844E-03   5.51836789E-02
       10006   20.0120010       1.10403037       9.19473544E-03   6.43784106E-02
       10007   20.0140018       1.10406601       9.19411331E-03   7.35725239E-02
       10008   20.0160007       1.10410058       9.19348281E-03   8.27660039E-02
       10009   20.0180016       1.10412657       9.19278059E-03   9.19587836E-02
       10010   20.0200005       1.10418057       9.19231214E-03  0.101151094    
       10011   20.0220013       1.10422766       9.19178594E-03  0.110342883    
       10012   20.0240002       1.10426521       9.19118058E-03  0.119534060    
       10013   20.0260010       1.10430324       9.19057894E-03  0.128724635    
       10014   20.0280018       1.10433674       9.18993913E-03  0.137914568    
       10015   20.0300007       1.10437155       9.18931141E-03  0.147103876    
       10016   20.0320015       1.10439730       9.18860827E-03  0.156292483    
       10017   20.0340004       1.10440743       9.18777566E-03  0.165480256    
       10018   20.0360012       1.10443032       9.18704923E-03  0.174667299    
       10019   20.0380001       1.10444367       9.18624364E-03  0.183853537    
       10020   20.0400009       1.10446525       9.18550603E-03  0.193039045    
       10021   20.0420017       1.10448194       9.18472745E-03  0.202223778    
       10022   20.0440006       1.10449696       9.18393582E-03  0.211407721    
       10023   20.0460014       1.10450435       9.18308087E-03  0.220590800    
       10024   20.0480003       1.10451019       9.18221381E-03  0.229773015    
       10025   20.0500011       1.10452628       9.18143149E-03  0.238954440    
       10026   20.0520000       1.10455680       9.18077026E-03  0.248135209    
       10027   20.0540009       1.10457003       9.17996373E-03  0.257315159    
       10028   20.0560017       1.10459185       9.17922892E-03  0.266494393    
       10029   20.0580006       1.10460174       9.17839631E-03  0.275672793    
       10030   20.0600014       1.10462022       9.17763449E-03  0.284850419    
       10031   20.0620003       1.10464013       9.17688571E-03  0.294027299    
       10032   20.0640011       1.10466409       9.17617045E-03  0.303203464    
       10033   20.0660019       1.10468173       9.17540118E-03  0.312378854    
       10034   20.0680008       1.10471129       9.17473342E-03  0.321553588    
       10035   20.0700016       1.10474384       9.17408802E-03  0.330727667    
       10036   20.0720005       1.10477316       9.17341840E-03  0.339901090    
       10037   20.0740013       1.10480416       9.17276181E-03  0.349073857    
       10038   20.0760002       1.10481262       9.17191803E-03  0.358245790    
       10039   20.0780010       1.10483158       9.17116180E-03  0.367416948    
       10040   20.0800018       1.10485673       9.17045679E-03  0.376587391    
       10041   20.0820007       1.10485387       9.16951988E-03  0.385756910    
       10042   20.0840015       1.10487461       9.16877855E-03  0.394925684    
       10043   20.0860004       1.10489607       9.16804373E-03  0.404093742    
       10044   20.0880013       1.10492480       9.16736946E-03  0.413261116    
       10045   20.0900002       1.10495484       9.16670635E-03  0.422427833    
       10046   20.0920010       1.10496807       9.16590355E-03  0.431593746    
       10047   20.0940018       1.10495555       9.16488748E-03  0.440758646    
       10048   20.0960007       1.10497236       9.16411541E-03  0.449922770    
       10049   20.0980015       1.10500479       9.16347094E-03  0.459086239    
       10050   20.1000004       1.10504520       9.16289538E-03  0.468249142    
       10051   20.1020012       1.10508335       9.16229934E-03  0.477411449    
       10052   20.1040001       1.10511863       9.16168094E-03  0.486573130    
       10053   20.1060009       1.10516238       9.16113239E-03  0.495734274    
       10054   20.1080017       1.10518479       9.16040596E-03  0.504894674    
       10055   20.1100006       1.10520971       9.15970188E-03  0.514054358    
       10056   20.1120014       1.10524213       9.15905926E-03  0.523213446    
       10057   20.1140003       1.10526097       9.15830489E-03  0.532371759    
       10058   20.1160011       1.10528338       9.15758032E-03  0.541529357    
       10059   20.1180000       1.10530102       9.15681664E-03  0.550686181    
       10060   20.1200008       1.10531998       9.15606320E-03  0.559842229    
       10061   20.1220016       1.10532868       9.15522501E-03  0.568997443    
       10062   20.1240005       1.10533619       9.15437751E-03  0.578151822    
       10063   20.1260014       1.10534501       9.15354025E-03  0.587305367    
       10064   20.1280003       1.10535204       9.15268902E-03  0.596458077    
       10065   20.1300011       1.10536540       9.15189087E-03  0.605609953    
       10066   20.1320019       1.10539377       9.15121660E-03  0.614761174    
       10067   20.1340008       1.10540354       9.15038865E-03  0.623911560    
       10068   20.1360016       1.10541892       9.14960634E-03  0.633061171    
       10069   20.1380005       1.10545146       9.14896745E-03  0.642210126    
       10070   20.1400013       1.10545933       9.14812367E-03  0.651358247    
       10071   20.1420002       1.10548007       9.14738700E-03  0.660505652    
       10072   20.1440010       1.10549557       9.14660748E-03  0.669652283    
       10073   20.1460018       1.10551155       9.14583076E-03  0.678798139    
       10074   20.1480007       1.10552227       9.14501213E-03  0.687943161    
       10075   20.1500015       1.10553646       9.14422143E-03  0.697087407    
       10076   20.1520004       1.10553730       9.14332177E-03  0.706230700    
       10077   20.1540012       1.10554767       9.14249942E-03  0.715373218    
       10078   20.1560001       1.10554469       9.14156809E-03  0.724514782    
       10079   20.1580009       1.10555422       9.14073922E-03  0.733655512    
       10080   20.1600018       1.10555279       9.13982093E-03  0.742795348    
       10081   20.1620007       1.10556722       9.13903397E-03  0.751934409    
       10082   20.1640015       1.10556102       9.13807563E-03  0.761072457    
       10083   20.1660004       1.10557628       9.13729612E-03  0.770209730    
       10084   20.1680012       1.10559094       9.13651008E-03  0.779346228    
       10085   20.1700001       1.10559762       9.13565978E-03  0.788481891    
       10086   20.1720009       1.10564268       9.13512614E-03  0.797617018    
       10087   20.1740017       1.10567439       9.13448259E-03  0.806751490    
       10088   20.1760006       1.10570133       9.13379993E-03  0.815885305    
       10089   20.1780014       1.10574198       9.13322996E-03  0.825018525    
       10090   20.1800003       1.10578263       9.13266093E-03  0.834151208    
       10091   20.1820011       1.10580754       9.13196150E-03  0.843283176    
       10092   20.1840000       1.10582471       9.13119875E-03  0.852414370    
       10093   20.1860008       1.10586894       9.13065858E-03  0.861545026    
       10094   20.1880016       1.10587859       9.12983436E-03  0.870674849    
       10095   20.1900005       1.10588717       9.12900083E-03  0.879803836    
       10096   20.1920013       1.10591185       9.12829954E-03  0.888932109    
       10097   20.1940002       1.10593820       9.12761409E-03  0.898059726    
       10098   20.1960011       1.10597563       9.12701804E-03  0.907186747    
       10099   20.1980019       1.10600400       9.12634842E-03  0.916313112    
       10100   20.2000008       1.10602915       9.12565272E-03  0.925438762    
       10101   20.2020016       1.10605550       9.12496634E-03  0.934563756    
       10102   20.2040005       1.10608244       9.12428647E-03  0.943688035    
       10103   20.2060013       1.10613012       9.12377518E-03  0.952811837    
       10104   20.2080002       1.10614622       9.12300590E-03  0.961934865    
       10105   20.2100010       1.10616958       9.12229531E-03  0.971057177    
       10106   20.2120018       1.10617161       9.12140869E-03  0.980178595    
       10107   20.2140007       1.10619593       9.12070740E-03  0.989299297    
       10108   20.2160015       1.10620499       9.11987945E-03  0.998419166    
       10109   20.2180004       1.10620880       9.11900960E-03   1.00753820    
       10110   20.2200012       1.10620844       9.11810435E-03   1.01665628    
       10111   20.2220001       1.10620213       9.11715068E-03   1.02577341    
       10112   20.2240009       1.10620165       9.11624450E-03   1.03488970    
       10113   20.2260017       1.10620916       9.11540445E-03   1.04400516    
       10114   20.2280006       1.10622585       9.11464170E-03   1.05311978    
       10115   20.2300014       1.10622847       9.11376160E-03   1.06223357    
       10116   20.2320004       1.10626853       9.11319163E-03   1.07134676    
       10117   20.2340012       1.10627079       9.11230873E-03   1.08045912    
       10118   20.2360001       1.10629308       9.11159255E-03   1.08957076    
       10119   20.2380009       1.10631287       9.11085401E-03   1.09868157    
       10120   20.2400017       1.10633874       9.11016669E-03   1.10779178    
       10121   20.2420006       1.10636735       9.10950266E-03   1.11690128    
       10122   20.2440014       1.10640204       9.10888799E-03   1.12601018    
       10123   20.2460003       1.10643899       9.10829287E-03   1.13511848    
       10124   20.2480011       1.10647380       9.10767913E-03   1.14422619    
       10125   20.2500019       1.10648906       9.10690427E-03   1.15333307    
       10126   20.2520008       1.10652936       9.10633709E-03   1.16243935    
       10127   20.2540016       1.10657489       9.10581276E-03   1.17154515    
