 #dt   t[ps]   msd [nm^2/ps]   D    sum_D
       19754   39.5080032       1.37727785       5.81012154E-03   69.2328491    
       19755   39.5100021       1.37730658       5.80994878E-03   69.2386627    
       19756   39.5120010       1.37732458       5.80973085E-03   69.2444687    
       19757   39.5140038       1.37733781       5.80949243E-03   69.2502747    
       19758   39.5160027       1.37741113       5.80950780E-03   69.2560806    
       19759   39.5180016       1.37743509       5.80931501E-03   69.2618866    
       19760   39.5200005       1.37746465       5.80914598E-03   69.2676926    
       19761   39.5220032       1.37749028       5.80895925E-03   69.2734985    
       19762   39.5240021       1.37750900       5.80874458E-03   69.2793045    
       19763   39.5260010       1.37752819       5.80853177E-03   69.2851105    
       19764   39.5280037       1.37756908       5.80840977E-03   69.2909164    
       19765   39.5300026       1.37759435       5.80822257E-03   69.2967224    
       19766   39.5320015       1.37760246       5.80796320E-03   69.3025284    
       19767   39.5340004       1.37764597       5.80785284E-03   69.3083344    
       19768   39.5360031       1.37767112       5.80766471E-03   69.3141403    
       19769   39.5380020       1.37768352       5.80742350E-03   69.3199463    
       19770   39.5400009       1.37774038       5.80736948E-03   69.3257523    
       19771   39.5420036       1.37779641       5.80731174E-03   69.3315582    
       19772   39.5440025       1.37782574       5.80714177E-03   69.3373642    
       19773   39.5460014       1.37784278       5.80692012E-03   69.3431702    
       19774   39.5480003       1.37788928       5.80682233E-03   69.3489761    
       19775   39.5500031       1.37791562       5.80663932E-03   69.3547821    
       19776   39.5520020       1.37793899       5.80644421E-03   69.3605881    
       19777   39.5540009       1.37793744       5.80614433E-03   69.3663940    
       19778   39.5560036       1.37793958       5.80585934E-03   69.3722000    
       19779   39.5580025       1.37793255       5.80553617E-03   69.3780060    
       19780   39.5600014       1.37792945       5.80522977E-03   69.3838120    
       19781   39.5620003       1.37794387       5.80499740E-03   69.3896179    
       19782   39.5640030       1.37798393       5.80487261E-03   69.3954239    
       19783   39.5660019       1.37799132       5.80461044E-03   69.4012299    
       19784   39.5680008       1.37802219       5.80444699E-03   69.4070358    
       19785   39.5700035       1.37806523       5.80433477E-03   69.4128418    
       19786   39.5720024       1.37809527       5.80416806E-03   69.4186478    
       19787   39.5740013       1.37811434       5.80395525E-03   69.4244537    
       19788   39.5760002       1.37814486       5.80379041E-03   69.4302597    
       19789   39.5780029       1.37814283       5.80348819E-03   69.4360657    
       19790   39.5800018       1.37815571       5.80324931E-03   69.4418716    
       19791   39.5820007       1.37814689       5.80291916E-03   69.4476776    
       19792   39.5840034       1.37815320       5.80265187E-03   69.4534836    
       19793   39.5860023       1.37816131       5.80239296E-03   69.4592896    
       19794   39.5880013       1.37819791       5.80225419E-03   69.4650955    
       19795   39.5900002       1.37821019       5.80201298E-03   69.4708939    
       19796   39.5920029       1.37822366       5.80177642E-03   69.4766922    
       19797   39.5940018       1.37825906       5.80163253E-03   69.4824905    
       19798   39.5960007       1.37828362       5.80144301E-03   69.4882889    
       19799   39.5980034       1.37830544       5.80124138E-03   69.4940872    
       19800   39.6000023       1.37834299       5.80110680E-03   69.4998856    
       19801   39.6020012       1.37836528       5.80090750E-03   69.5056839    
       19802   39.6040001       1.37836623       5.80061879E-03   69.5114822    
       19803   39.6060028       1.37837231       5.80035103E-03   69.5172806    
       19804   39.6080017       1.37839985       5.80017408E-03   69.5230789    
       19805   39.6100006       1.37841487       5.79994451E-03   69.5288773    
       19806   39.6120033       1.37845123       5.79980435E-03   69.5346756    
       19807   39.6140022       1.37846732       5.79957943E-03   69.5404739    
       19808   39.6160011       1.37848377       5.79935592E-03   69.5462723    
       19809   39.6180000       1.37848067       5.79905044E-03   69.5520706    
       19810   39.6200027       1.37851250       5.79889119E-03   69.5578690    
       19811   39.6220016       1.37850106       5.79855032E-03   69.5636673    
       19812   39.6240005       1.37850332       5.79826767E-03   69.5694656    
       19813   39.6260033       1.37848771       5.79790911E-03   69.5752640    
       19814   39.6280022       1.37849140       5.79763204E-03   69.5810623    
       19815   39.6300011       1.37851667       5.79744577E-03   69.5868607    
       19816   39.6320038       1.37854016       5.79725159E-03   69.5926590    
       19817   39.6340027       1.37855268       5.79701178E-03   69.5984573    
       19818   39.6360016       1.37856758       5.79678221E-03   69.6042557    
       19819   39.6380005       1.37859464       5.79660339E-03   69.6100540    
       19820   39.6400032       1.37861025       5.79637615E-03   69.6158524    
       19821   39.6420021       1.37861645       5.79610979E-03   69.6216507    
       19822   39.6440010       1.37863398       5.79589140E-03   69.6274490    
       19823   39.6460037       1.37869072       5.79583738E-03   69.6332474    
       19824   39.6480026       1.37873602       5.79573540E-03   69.6390457    
       19825   39.6500015       1.37876415       5.79556171E-03   69.6448441    
       19826   39.6520004       1.37880683       5.79544902E-03   69.6506424    
       19827   39.6540031       1.37885177       5.79534518E-03   69.6564407    
       19828   39.6560020       1.37890124       5.79526089E-03   69.6622391    
       19829   39.6580009       1.37895012       5.79517428E-03   69.6680374    
       19830   39.6600037       1.37898862       5.79504343E-03   69.6738358    
       19831   39.6620026       1.37901151       5.79484738E-03   69.6796341    
       19832   39.6640015       1.37904179       5.79468254E-03   69.6854324    
       19833   39.6660004       1.37905359       5.79443993E-03   69.6912231    
       19834   39.6680031       1.37908101       5.79426251E-03   69.6970139    
       19835   39.6700020       1.37914419       5.79423597E-03   69.7028046    
       19836   39.6720009       1.37914848       5.79396216E-03   69.7085953    
       19837   39.6740036       1.37915421       5.79369394E-03   69.7143860    
       19838   39.6760025       1.37915313       5.79339731E-03   69.7201767    
       19839   39.6780014       1.37915885       5.79312956E-03   69.7259674    
       19840   39.6800003       1.37915313       5.79281384E-03   69.7317581    
       19841   39.6820030       1.37917197       5.79260057E-03   69.7375488    
       19842   39.6840019       1.37919521       5.79240685E-03   69.7433395    
       19843   39.6860008       1.37918639       5.79207763E-03   69.7491302    
       19844   39.6880035       1.37917984       5.79175772E-03   69.7549210    
       19845   39.6900024       1.37920034       5.79155236E-03   69.7607117    
       19846   39.6920013       1.37921786       5.79133397E-03   69.7665024    
       19847   39.6940002       1.37923932       5.79113280E-03   69.7722931    
       19848   39.6960030       1.37926328       5.79094095E-03   69.7780838    
       19849   39.6980019       1.37925792       5.79062663E-03   69.7838745    
       19850   39.7000008       1.37924576       5.79028437E-03   69.7896652    
       19851   39.7020035       1.37923551       5.78994909E-03   69.7954559    
       19852   39.7040024       1.37923551       5.78965759E-03   69.8012466    
       19853   39.7060013       1.37922788       5.78933442E-03   69.8070374    
       19854   39.7080002       1.37924838       5.78912906E-03   69.8128281    
       19855   39.7100029       1.37925458       5.78886317E-03   69.8186188    
       19856   39.7120018       1.37929511       5.78874163E-03   69.8244095    
       19857   39.7140007       1.37928796       5.78842033E-03   69.8302002    
       19858   39.7160034       1.37930024       5.78818005E-03   69.8359909    
       19859   39.7180023       1.37931716       5.78795979E-03   69.8417816    
       19860   39.7200012       1.37934744       5.78779541E-03   69.8475723    
       19861   39.7220001       1.37936175       5.78756398E-03   69.8533630    
       19862   39.7240028       1.37936091       5.78726875E-03   69.8591537    
       19863   39.7260017       1.37937832       5.78705035E-03   69.8649445    
       19864   39.7280006       1.37940812       5.78688458E-03   69.8707275    
       19865   39.7300034       1.37943280       5.78669645E-03   69.8765106    
       19866   39.7320023       1.37945819       5.78651158E-03   69.8822937    
       19867   39.7340012       1.37947345       5.78628480E-03   69.8880768    
       19868   39.7360001       1.37950110       5.78610972E-03   69.8938599    
       19869   39.7380028       1.37952602       5.78592252E-03   69.8996429    
       19870   39.7400017       1.37955427       5.78575023E-03   69.9054260    
       19871   39.7420006       1.37959254       5.78561937E-03   69.9112091    
       19872   39.7440033       1.37960565       5.78538282E-03   69.9169922    
       19873   39.7460022       1.37963092       5.78519795E-03   69.9227753    
       19874   39.7480011       1.37963831       5.78493811E-03   69.9285583    
       19875   39.7500000       1.37967598       5.78480493E-03   69.9343414    
       19876   39.7520027       1.37969673       5.78460051E-03   69.9401245    
       19877   39.7540016       1.37971067       5.78436814E-03   69.9459076    
       19878   39.7560005       1.37971961       5.78411436E-03   69.9516907    
       19879   39.7580032       1.37972903       5.78386290E-03   69.9574738    
       19880   39.7600021       1.37972891       5.78357140E-03   69.9632568    
       19881   39.7620010       1.37971234       5.78321144E-03   69.9690399    
       19882   39.7640038       1.37972510       5.78297395E-03   69.9748230    
       19883   39.7660027       1.37973845       5.78273926E-03   69.9806061    
       19884   39.7680016       1.37974834       5.78248966E-03   69.9863892    
       19885   39.7700005       1.37974966       5.78220468E-03   69.9921722    
       19886   39.7720032       1.37977874       5.78203518E-03   69.9979553    
       19887   39.7740021       1.37979853       5.78182749E-03   70.0037384    
       19888   39.7760010       1.37983429       5.78168686E-03   70.0095215    
       19889   39.7780037       1.37989426       5.78164682E-03   70.0153046    
       19890   39.7800026       1.37992239       5.78147406E-03   70.0210876    
       19891   39.7820015       1.37994039       5.78125892E-03   70.0268707    
       19892   39.7840004       1.37997675       5.78112109E-03   70.0326538    
       19893   39.7860031       1.38002765       5.78104332E-03   70.0384369    
       19894   39.7880020       1.38004398       5.78082120E-03   70.0442200    
       19895   39.7900009       1.38007236       5.78064984E-03   70.0500031    
       19896   39.7920036       1.38008201       5.78039931E-03   70.0557861    
       19897   39.7940025       1.38010824       5.78021910E-03   70.0615692    
       19898   39.7960014       1.38012731       5.78000862E-03   70.0673523    
       19899   39.7980003       1.38013351       5.77974413E-03   70.0731354    
       19900   39.8000031       1.38013709       5.77946799E-03   70.0789185    
       19901   39.8020020       1.38014162       5.77919697E-03   70.0846939    
       19902   39.8040009       1.38014138       5.77890547E-03   70.0904694    
       19903   39.8060036       1.38014829       5.77864377E-03   70.0962448    
       19904   39.8080025       1.38015079       5.77836391E-03   70.1020203    
       19905   39.8100014       1.38015592       5.77809522E-03   70.1077957    
       19906   39.8120003       1.38014150       5.77774458E-03   70.1135712    
       19907   39.8140030       1.38013339       5.77742048E-03   70.1193466    
       19908   39.8160019       1.38015103       5.77720394E-03   70.1251221    
       19909   39.8180008       1.38016522       5.77697344E-03   70.1308975    
       19910   39.8200035       1.38016772       5.77669358E-03   70.1366730    
       19911   39.8220024       1.38015723       5.77635970E-03   70.1424484    
       19912   39.8240013       1.38019252       5.77621767E-03   70.1482239    
       19913   39.8260002       1.38020277       5.77597041E-03   70.1539993    
       19914   39.8280029       1.38022387       5.77576831E-03   70.1597748    
       19915   39.8300018       1.38022649       5.77548938E-03   70.1655502    
       19916   39.8320007       1.38022339       5.77518670E-03   70.1713257    
       19917   39.8340034       1.38024044       5.77496737E-03   70.1771011    
       19918   39.8360023       1.38025665       5.77474525E-03   70.1828766    
       19919   39.8380013       1.38025820       5.77446213E-03   70.1886520    
       19920   39.8400002       1.38027036       5.77422325E-03   70.1944275    
       19921   39.8420029       1.38028038       5.77397505E-03   70.2002029    
       19922   39.8440018       1.38028026       5.77368494E-03   70.2059784    
       19923   39.8460007       1.38030171       5.77348517E-03   70.2117538    
       19924   39.8480034       1.38030410       5.77320484E-03   70.2175293    
       19925   39.8500023       1.38032424       5.77299949E-03   70.2233047    
       19926   39.8520012       1.38033283       5.77274617E-03   70.2290802    
       19927   39.8540001       1.38035631       5.77255478E-03   70.2348557    
       19928   39.8560028       1.38038886       5.77240065E-03   70.2406311    
       19929   39.8580017       1.38041103       5.77220367E-03   70.2464066    
       19930   39.8600006       1.38042617       5.77197736E-03   70.2521820    
       19931   39.8620033       1.38045609       5.77181252E-03   70.2579575    
       19932   39.8640022       1.38047457       5.77160018E-03   70.2637253    
       19933   39.8660011       1.38052380       5.77151682E-03   70.2694931    
       19934   39.8680000       1.38057780       5.77145303E-03   70.2752609    
       19935   39.8700027       1.38061678       5.77132637E-03   70.2810287    
       19936   39.8720016       1.38063598       5.77111728E-03   70.2867966    
       19937   39.8740005       1.38063872       5.77083929E-03   70.2925644    
       19938   39.8760033       1.38064539       5.77057758E-03   70.2983322    
       19939   39.8780022       1.38064826       5.77030051E-03   70.3041000    
       19940   39.8800011       1.38064611       5.77000203E-03   70.3098679    
       19941   39.8820038       1.38063002       5.76964486E-03   70.3156357    
       19942   39.8840027       1.38062942       5.76935336E-03   70.3214035    
       19943   39.8860016       1.38062370       5.76904044E-03   70.3271713    
       19944   39.8880005       1.38062692       5.76876476E-03   70.3329391    
       19945   39.8900032       1.38064921       5.76856779E-03   70.3387070    
       19946   39.8920021       1.38065314       5.76829538E-03   70.3444748    
       19947   39.8940010       1.38063800       5.76794287E-03   70.3502426    
       19948   39.8960037       1.38063788       5.76765323E-03   70.3560104    
       19949   39.8980026       1.38061655       5.76727511E-03   70.3617783    
       19950   39.9000015       1.38060701       5.76694636E-03   70.3675461    
       19951   39.9020004       1.38059795       5.76661946E-03   70.3733139    
       19952   39.9040031       1.38056982       5.76621294E-03   70.3790817    
       19953   39.9060020       1.38056278       5.76589489E-03   70.3848495    
       19954   39.9080009       1.38057137       5.76564157E-03   70.3906174    
       19955   39.9100037       1.38057101       5.76535054E-03   70.3963852    
       19956   39.9120026       1.38056183       5.76502364E-03   70.4021530    
       19957   39.9140015       1.38058197       5.76481922E-03   70.4079208    
       19958   39.9160004       1.38061345       5.76466182E-03   70.4136887    
       19959   39.9180031       1.38064635       5.76450955E-03   70.4194565    
       19960   39.9200020       1.38066936       5.76431723E-03   70.4252243    
       19961   39.9220009       1.38068783       5.76410582E-03   70.4309921    
       19962   39.9240036       1.38072360       5.76396612E-03   70.4367523    
       19963   39.9260025       1.38075221       5.76379662E-03   70.4425125    
       19964   39.9280014       1.38076699       5.76356985E-03   70.4482727    
       19965   39.9300003       1.38080311       5.76343248E-03   70.4540329    
       19966   39.9320030       1.38083756       5.76328719E-03   70.4597931    
       19967   39.9340019       1.38087690       5.76316286E-03   70.4655533    
       19968   39.9360008       1.38092184       5.76306181E-03   70.4713135    
       19969   39.9380035       1.38097644       5.76300081E-03   70.4770737    
       19970   39.9400024       1.38101184       5.76286018E-03   70.4828339    
       19971   39.9420013       1.38103139       5.76265296E-03   70.4885941    
       19972   39.9440002       1.38106334       5.76249789E-03   70.4943542    
       19973   39.9460030       1.38109016       5.76232094E-03   70.5001144    
       19974   39.9480019       1.38110638       5.76210022E-03   70.5058746    
       19975   39.9500008       1.38113248       5.76192094E-03   70.5116348    
       19976   39.9520035       1.38116121       5.76175191E-03   70.5173950    
       19977   39.9540024       1.38119221       5.76159311E-03   70.5231552    
       19978   39.9560013       1.38119566       5.76131931E-03   70.5289154    
       19979   39.9580002       1.38122594       5.76115726E-03   70.5346756    
       19980   39.9600029       1.38123131       5.76089090E-03   70.5404358    
       19981   39.9620018       1.38123822       5.76063199E-03   70.5461960    
       19982   39.9640007       1.38124931       5.76038985E-03   70.5519562    
       19983   39.9660034       1.38125134       5.76010952E-03   70.5577164    
       19984   39.9680023       1.38126349       5.75987203E-03   70.5634766    
       19985   39.9700012       1.38128376       5.75966854E-03   70.5692368    
       19986   39.9720001       1.38131702       5.75951906E-03   70.5749969    
       19987   39.9740028       1.38134897       5.75936353E-03   70.5807571    
       19988   39.9760017       1.38139522       5.75926853E-03   70.5865173    
       19989   39.9780006       1.38141441       5.75906038E-03   70.5922775    
       19990   39.9800034       1.38143325       5.75885084E-03   70.5980377    
       19991   39.9820023       1.38143885       5.75858634E-03   70.6037979    
       19992   39.9840012       1.38147473       5.75844804E-03   70.6095581    
       19993   39.9860001       1.38148296       5.75819425E-03   70.6153183    
       19994   39.9880028       1.38153338       5.75811649E-03   70.6210785    
       19995   39.9900017       1.38156581       5.75796375E-03   70.6268387    
       19996   39.9920006       1.38162541       5.75792417E-03   70.6325989    
       19997   39.9940033       1.38166916       5.75781800E-03   70.6383591    
       19998   39.9960022       1.38168979       5.75761637E-03   70.6441193    
       19999   39.9980011       1.38175130       5.75758470E-03   70.6498795    
       20000   40.0000000       1.38179898       5.75749576E-03   70.6556396    
       20001   40.0020027       1.38185561       5.75744314E-03   70.6613998    
       20002   40.0040016       1.38190925       5.75737888E-03   70.6671600    
       20003   40.0060005       1.38195443       5.75727969E-03   70.6729202    
       20004   40.0080032       1.38196599       5.75703988E-03   70.6786804    
       20005   40.0100021       1.38197947       5.75680844E-03   70.6844406    
       20006   40.0120010       1.38199627       5.75659052E-03   70.6902008    
       20007   40.0140038       1.38201940       5.75639913E-03   70.6959610    
       20008   40.0160027       1.38203001       5.75615559E-03   70.7017136    
       20009   40.0180016       1.38208258       5.75608714E-03   70.7074661    
       20010   40.0200005       1.38211083       5.75591717E-03   70.7132187    
       20011   40.0220032       1.38212740       5.75569831E-03   70.7189713    
       20012   40.0240021       1.38213491       5.75544173E-03   70.7247238    
       20013   40.0260010       1.38216770       5.75529085E-03   70.7304764    
       20014   40.0280037       1.38221455       5.75519772E-03   70.7362289    
       20015   40.0300026       1.38223624       5.75500075E-03   70.7419815    
       20016   40.0320015       1.38224626       5.75475534E-03   70.7477341    
       20017   40.0340004       1.38227820       5.75460074E-03   70.7534866    
       20018   40.0360031       1.38230515       5.75442519E-03   70.7592392    
       20019   40.0380020       1.38234878       5.75431949E-03   70.7649918    
       20020   40.0400009       1.38236880       5.75411599E-03   70.7707443    
       20021   40.0420036       1.38240349       5.75397257E-03   70.7764969    
       20022   40.0440025       1.38242054       5.75375650E-03   70.7822495    
       20023   40.0460014       1.38243210       5.75351715E-03   70.7880020    
       20024   40.0480003       1.38243032       5.75322239E-03   70.7937546    
       20025   40.0500031       1.38246989       5.75309945E-03   70.7995071    
       20026   40.0520020       1.38250268       5.75294858E-03   70.8052597    
       20027   40.0540009       1.38255954       5.75289829E-03   70.8110123    
       20028   40.0560036       1.38258433       5.75271342E-03   70.8167648    
       20029   40.0580025       1.38260543       5.75251412E-03   70.8225174    
       20030   40.0600014       1.38263118       5.75233437E-03   70.8282700    
       20031   40.0620003       1.38264465       5.75210340E-03   70.8340225    
       20032   40.0640030       1.38267875       5.75195765E-03   70.8397751    
       20033   40.0660019       1.38270187       5.75176720E-03   70.8455276    
       20034   40.0680008       1.38270783       5.75150503E-03   70.8512802    
       20035   40.0700035       1.38273120       5.75131504E-03   70.8570328    
       20036   40.0720024       1.38274753       5.75109571E-03   70.8627853    
       20037   40.0740013       1.38278711       5.75097371E-03   70.8685379    
       20038   40.0760002       1.38280272       5.75075159E-03   70.8742905    
       20039   40.0780029       1.38282239       5.75054577E-03   70.8800430    
       20040   40.0800018       1.38281357       5.75022260E-03   70.8857956    
       20041   40.0820007       1.38284707       5.75007498E-03   70.8915482    
       20042   40.0840034       1.38286984       5.74988220E-03   70.8973007    
       20043   40.0860023       1.38288939       5.74967684E-03   70.9030533    
       20044   40.0880013       1.38292050       5.74951945E-03   70.9088058    
       20045   40.0900002       1.38295424       5.74937323E-03   70.9145584    
       20046   40.0920029       1.38295805       5.74910175E-03   70.9203110    
       20047   40.0940018       1.38295352       5.74879628E-03   70.9260635    
       20048   40.0960007       1.38296103       5.74854109E-03   70.9318085    
       20049   40.0980034       1.38297641       5.74831804E-03   70.9375534    
       20050   40.1000023       1.38298476       5.74806612E-03   70.9432983    
       20051   40.1020012       1.38299978       5.74784214E-03   70.9490433    
       20052   40.1040001       1.38301218       5.74760698E-03   70.9547882    
       20053   40.1060028       1.38305652       5.74750407E-03   70.9605331    
       20054   40.1080017       1.38309216       5.74736577E-03   70.9662781    
       20055   40.1100006       1.38313043       5.74723864E-03   70.9720230    
       20056   40.1120033       1.38316810       5.74710779E-03   70.9777679    
       20057   40.1140022       1.38317680       5.74685773E-03   70.9835129    
       20058   40.1160011       1.38319814       5.74665982E-03   70.9892578    
       20059   40.1180000       1.38323236       5.74651593E-03   70.9950027    
       20060   40.1200027       1.38329220       5.74647775E-03   71.0007477    
       20061   40.1220016       1.38328815       5.74617460E-03   71.0064926    
       20062   40.1240005       1.38332701       5.74604981E-03   71.0122375    
       20063   40.1260033       1.38334429       5.74583467E-03   71.0179825    
       20064   40.1280022       1.38337040       5.74565725E-03   71.0237274    
       20065   40.1300011       1.38337171       5.74537646E-03   71.0294724    
       20066   40.1320038       1.38338292       5.74513618E-03   71.0352173    
       20067   40.1340027       1.38339520       5.74490102E-03   71.0409622    
       20068   40.1360016       1.38338518       5.74457319E-03   71.0467072    
       20069   40.1380005       1.38343048       5.74447494E-03   71.0524521    
       20070   40.1400032       1.38342249       5.74415503E-03   71.0581970    
       20071   40.1420021       1.38340819       5.74380998E-03   71.0639420    
       20072   40.1440010       1.38341033       5.74353291E-03   71.0696869    
       20073   40.1460037       1.38339758       5.74319344E-03   71.0754318    
       20074   40.1480026       1.38337779       5.74282510E-03   71.0811768    
       20075   40.1500015       1.38337374       5.74252242E-03   71.0869217    
       20076   40.1520004       1.38337183       5.74222859E-03   71.0926666    
       20077   40.1540031       1.38339138       5.74202370E-03   71.0984116    
       20078   40.1560020       1.38339949       5.74177131E-03   71.1041565    
       20079   40.1580009       1.38344169       5.74166095E-03   71.1099014    
       20080   40.1600037       1.38347530       5.74151380E-03   71.1156464    
       20081   40.1620026       1.38350010       5.74133079E-03   71.1213913    
       20082   40.1640015       1.38350832       5.74107934E-03   71.1271286    
       20083   40.1660004       1.38353646       5.74091030E-03   71.1328659    
       20084   40.1680031       1.38358045       5.74080646E-03   71.1386032    
       20085   40.1700020       1.38360846       5.74063696E-03   71.1443405    
       20086   40.1720009       1.38363779       5.74047305E-03   71.1500778    
       20087   40.1740036       1.38369823       5.74043766E-03   71.1558151    
       20088   40.1760025       1.38374472       5.74034499E-03   71.1615524    
       20089   40.1780014       1.38381743       5.74036129E-03   71.1672897    
       20090   40.1800003       1.38388920       5.74037340E-03   71.1730270    
       20091   40.1820030       1.38391447       5.74019225E-03   71.1787643    
       20092   40.1840019       1.38397312       5.74014988E-03   71.1845016    
       20093   40.1860008       1.38400185       5.73998364E-03   71.1902390    
       20094   40.1880035       1.38404775       5.73988771E-03   71.1959763    
       20095   40.1900024       1.38409746       5.73980808E-03   71.2017136    
       20096   40.1920013       1.38413119       5.73966280E-03   71.2074509    
       20097   40.1940002       1.38415289       5.73946722E-03   71.2131882    
       20098   40.1960030       1.38417315       5.73926512E-03   71.2189255    
       20099   40.1980019       1.38418221       5.73901739E-03   71.2246628    
       20100   40.2000008       1.38420165       5.73881250E-03   71.2304001    
       20101   40.2020035       1.38420796       5.73855313E-03   71.2361374    
       20102   40.2040024       1.38418937       5.73819038E-03   71.2418747    
       20103   40.2060013       1.38419878       5.73794451E-03   71.2476120    
       20104   40.2080002       1.38418841       5.73761621E-03   71.2533493    
       20105   40.2100029       1.38419962       5.73737686E-03   71.2590866    
       20106   40.2120018       1.38421345       5.73714916E-03   71.2648239    
       20107   40.2140007       1.38424492       5.73699409E-03   71.2705612    
       20108   40.2160034       1.38426709       5.73680038E-03   71.2762985    
       20109   40.2180023       1.38426578       5.73650980E-03   71.2820358    
       20110   40.2200012       1.38428199       5.73629187E-03   71.2877731    
       20111   40.2220001       1.38429928       5.73607860E-03   71.2935104    
       20112   40.2240028       1.38427711       5.73570095E-03   71.2992477    
       20113   40.2260017       1.38430119       5.73551562E-03   71.3049850    
       20114   40.2280006       1.38433909       5.73538756E-03   71.3107224    
       20115   40.2300034       1.38437963       5.73527021E-03   71.3164597    
       20116   40.2320023       1.38441098       5.73511515E-03   71.3221970    
       20117   40.2340012       1.38444483       5.73497033E-03   71.3279343    
       20118   40.2360001       1.38448262       5.73484180E-03   71.3336716    
       20119   40.2380028       1.38449955       5.73462667E-03   71.3394089    
       20120   40.2400017       1.38451231       5.73439477E-03   71.3451462    
       20121   40.2420006       1.38455331       5.73427975E-03   71.3508835    
       20122   40.2440033       1.38459361       5.73416101E-03   71.3566208    
       20123   40.2460022       1.38461053       5.73394634E-03   71.3623581    
       20124   40.2480011       1.38461351       5.73367393E-03   71.3680954    
       20125   40.2500038       1.38466299       5.73359337E-03   71.3738327    
       20126   40.2520027       1.38468385       5.73339500E-03   71.3795624    
       20127   40.2540016       1.38470232       5.73318684E-03   71.3852921    
       20128   40.2560005       1.38471806       5.73296752E-03   71.3910217    
       20129   40.2580032       1.38473928       5.73277008E-03   71.3967514    
       20130   40.2600021       1.38478410       5.73267089E-03   71.4024811    
       20131   40.2620010       1.38480783       5.73248463E-03   71.4082108    
       20132   40.2640038       1.38482034       5.73225133E-03   71.4139404    
       20133   40.2660027       1.38482046       5.73196728E-03   71.4196701    
       20134   40.2680016       1.38485146       5.73181128E-03   71.4253998    
       20135   40.2700005       1.38487506       5.73162455E-03   71.4311295    
       20136   40.2720032       1.38491821       5.73151791E-03   71.4368591    
       20137   40.2740021       1.38493824       5.73131628E-03   71.4425888    
       20138   40.2760010       1.38495183       5.73108811E-03   71.4483185    
       20139   40.2780037       1.38498938       5.73095819E-03   71.4540482    
       20140   40.2800026       1.38503051       5.73084410E-03   71.4597778    
       20141   40.2820015       1.38504219       5.73060801E-03   71.4655075    
       20142   40.2840004       1.38505292       5.73036820E-03   71.4712372    
       20143   40.2860031       1.38507116       5.73015865E-03   71.4769669    
       20144   40.2880020       1.38509130       5.72995795E-03   71.4826965    
       20145   40.2900009       1.38510048       5.72971161E-03   71.4884262    
       20146   40.2920036       1.38509595       5.72940800E-03   71.4941559    
       20147   40.2940025       1.38510966       5.72918076E-03   71.4998856    
       20148   40.2960014       1.38513458       5.72899962E-03   71.5056152    
       20149   40.2980003       1.38514936       5.72877657E-03   71.5113449    
       20150   40.3000031       1.38518882       5.72865456E-03   71.5170746    
       20151   40.3020020       1.38521802       5.72849158E-03   71.5228043    
       20152   40.3040009       1.38526058       5.72838308E-03   71.5285339    
       20153   40.3060036       1.38527930       5.72817586E-03   71.5342636    
       20154   40.3080025       1.38529181       5.72794350E-03   71.5399933    
       20155   40.3100014       1.38530767       5.72772510E-03   71.5457230    
       20156   40.3120003       1.38530469       5.72742848E-03   71.5514526    
       20157   40.3140030       1.38532531       5.72722964E-03   71.5571823    
       20158   40.3160019       1.38534784       5.72703872E-03   71.5629120    
       20159   40.3180008       1.38535094       5.72676770E-03   71.5686417    
       20160   40.3200035       1.38537097       5.72656607E-03   71.5743713    
       20161   40.3220024       1.38539636       5.72638726E-03   71.5801010    
       20162   40.3240013       1.38542104       5.72620519E-03   71.5858307    
       20163   40.3260002       1.38542950       5.72595652E-03   71.5915604    
       20164   40.3280029       1.38545370       5.72577212E-03   71.5972824    
       20165   40.3300018       1.38545942       5.72551182E-03   71.6030045    
       20166   40.3320007       1.38546360       5.72524546E-03   71.6087265    
       20167   40.3340034       1.38547111       5.72499214E-03   71.6144485    
       20168   40.3360023       1.38547039       5.72470529E-03   71.6201706    
       20169   40.3380013       1.38548350       5.72447572E-03   71.6258926    
       20170   40.3400002       1.38548815       5.72421122E-03   71.6316147    
       20171   40.3420029       1.38548696       5.72392251E-03   71.6373367    
       20172   40.3440018       1.38547802       5.72360167E-03   71.6430588    
       20173   40.3460007       1.38546789       5.72327664E-03   71.6487808    
       20174   40.3480034       1.38547337       5.72301541E-03   71.6545029    
       20175   40.3500023       1.38549626       5.72282635E-03   71.6602249    
       20176   40.3520012       1.38553524       5.72270388E-03   71.6659470    
       20177   40.3540001       1.38556111       5.72252693E-03   71.6716690    
       20178   40.3560028       1.38558257       5.72233135E-03   71.6773911    
       20179   40.3580017       1.38560069       5.72212273E-03   71.6831131    
       20180   40.3600006       1.38560128       5.72184194E-03   71.6888351    
       20181   40.3620033       1.38562477       5.72165474E-03   71.6945572    
       20182   40.3640022       1.38563454       5.72141213E-03   71.7002792    
       20183   40.3660011       1.38565624       5.72121795E-03   71.7060013    
       20184   40.3680000       1.38566482       5.72097022E-03   71.7117233    
       20185   40.3700027       1.38570106       5.72083611E-03   71.7174454    
       20186   40.3720016       1.38575149       5.72076114E-03   71.7231674    
       20187   40.3740005       1.38579452       5.72065543E-03   71.7288895    
       20188   40.3760033       1.38583779       5.72055066E-03   71.7346115    
       20189   40.3780022       1.38587403       5.72041702E-03   71.7403336    
